BenchMarkPlayer
games.Othello.BenchmarkPlayer.BenchMarkPlayer:
run, gameNum, evalQ, evalT, actionNum, trnMoves, elapsedTime, movesSecond
2, 9000, 0.0, 0.0, 0, 0, 0.7860000000000005, 0.0
2, 9500, 0.0, 0.0, 0, 0, 0.7950000000000005, 0.0
2, 10000, 0.0, 0.0, 0, 0, 0.8050000000000005, 0.0
3, 500, 0.0, 0.0, 0, 0, 0.8160000000000005, 0.0
3, 1000, 0.0, 0.0, 0, 0, 0.8290000000000005, 0.0
3, 1500, 0.0, 0.0, 0, 0, 0.8560000000000005, 0.0
3, 2000, 0.0, 0.0, 0, 0, 0.8700000000000006, 0.0
3, 2500, 0.0, 0.0, 0, 0, 0.8770000000000006, 0.0
3, 3000, 0.0, 0.0, 0, 0, 0.8890000000000006, 0.0
3, 3500, 0.0, 0.0, 0, 0, 0.9040000000000006, 0.0
3, 4000, 0.0, 0.0, 0, 0, 0.9170000000000006, 0.0
3, 4500, 0.0, 0.0, 0, 0, 0.9290000000000006, 0.0
3, 5000, 0.0, 0.0, 0, 0, 0.9400000000000006, 0.0
3, 5500, 0.0, 0.0, 0, 0, 0.9490000000000006, 0.0
3, 6000, 0.0, 0.0, 0, 0, 0.9600000000000006, 0.0
3, 6500, 0.0, 0.0, 0, 0, 0.9730000000000006, 0.0
3, 7000, 0.0, 0.0, 0, 0, 0.9830000000000007, 0.0
3, 7500, 0.0, 0.0, 0, 0, 0.9910000000000007, 0.0
3, 8000, 0.0, 0.0, 0, 0, 0.9980000000000007, 0.0
3, 8500, 0.0, 0.0, 0, 0, 1.0080000000000007, 0.0
3, 9000, 0.0, 0.0, 0, 0, 1.0190000000000006, 0.0
3, 9500, 0.0, 0.0, 0, 0, 1.0300000000000005, 0.0
3, 10000, 0.0, 0.0, 0, 0, 1.0420000000000005, 0.0
4, 500, 0.0, 0.0, 0, 0, 1.0550000000000004, 0.0
4, 1000, 0.0, 0.0, 0, 0, 1.0660000000000003, 0.0
4, 1500, 0.0, 0.0, 0, 0, 1.0790000000000002, 0.0
4, 2000, 0.0, 0.0, 0, 0, 1.094, 0.0
4, 2500, 0.0, 0.0, 0, 0, 1.107, 0.0
4, 3000, 0.0, 0.0, 0, 0, 1.119, 0.0
4, 3500, 0.0, 0.0, 0, 0, 1.131, 0.0
4, 4000, 0.0, 0.0, 0, 0, 1.144, 0.0
4, 4500, 0.0, 0.0, 0, 0, 1.156, 0.0
4, 5000, 0.0, 0.0, 0, 0, 1.17, 0.0
4, 5500, 0.0, 0.0, 0, 0, 1.1809999999999998, 0.0
4, 6000, 0.0, 0.0, 0, 0, 1.1919999999999997, 0.0
4, 6500, 0.0, 0.0, 0, 0, 1.2029999999999996, 0.0
4, 7000, 0.0, 0.0, 0, 0, 1.2139999999999995, 0.0
4, 7500, 0.0, 0.0, 0, 0, 1.2429999999999994, 0.0
4, 8000, 0.0, 0.0, 0, 0, 1.2539999999999993, 0.0
4, 8500, 0.0, 0.0, 0, 0, 1.2649999999999992, 0.0
4, 9000, 0.0, 0.0, 0, 0, 1.2759999999999991, 0.0
4, 9500, 0.0, 0.0, 0, 0, 1.288999999999999, 0.0
4, 10000, 0.0, 0.0, 0, 0, 1.299999999999999, 0.0
5, 500, 0.0, 0.0, 0, 0, 1.311999999999999, 0.0
5, 1000, 0.0, 0.0, 0, 0, 1.3209999999999988, 0.0
5, 1500, 0.0, 0.0, 0, 0, 1.3319999999999987, 0.0
5, 2000, 0.0, 0.0, 0, 0, 1.3429999999999986, 0.0
5, 2500, 0.0, 0.0, 0, 0, 1.3549999999999986, 0.0
5, 3000, 0.0, 0.0, 0, 0, 1.3679999999999986, 0.0
5, 3500, 0.0, 0.0, 0, 0, 1.3809999999999985, 0.0
5, 4000, 0.0, 0.0, 0, 0, 1.3919999999999983, 0.0
5, 4500, 0.0, 0.0, 0, 0, 1.4029999999999982, 0.0
5, 5000, 0.0, 0.0, 0, 0, 1.4139999999999981, 0.0
5, 5500, 0.0, 0.0, 0, 0, 1.424999999999998, 0.0
5, 6000, 0.0, 0.0, 0, 0, 1.434999999999998, 0.0
5, 6500, 0.0, 0.0, 0, 0, 1.443999999999998, 0.0
5, 7000, 0.0, 0.0, 0, 0, 1.4549999999999979, 0.0
5, 7500, 0.0, 0.0, 0, 0, 1.4649999999999979, 0.0
5, 8000, 0.0, 0.0, 0, 0, 1.4729999999999979, 0.0
5, 8500, 0.0, 0.0, 0, 0, 1.4809999999999979, 0.0
5, 9000, 0.0, 0.0, 0, 0, 1.4879999999999978, 0.0
5, 9500, 0.0, 0.0, 0, 0, 1.4959999999999978, 0.0
5, 10000, 0.0, 0.0, 0, 0, 1.5049999999999977, 0.0
6, 500, 0.0, 0.0, 0, 0, 1.5149999999999977, 0.0
6, 1000, 0.0, 0.0, 0, 0, 1.5249999999999977, 0.0
6, 1500, 0.0, 0.0, 0, 0, 1.5359999999999976, 0.0
6, 2000, 0.0, 0.0, 0, 0, 1.5459999999999976, 0.0
6, 2500, 0.0, 0.0, 0, 0, 1.5579999999999976, 0.0
6, 3000, 0.0, 0.0, 0, 0, 1.5739999999999976, 0.0
6, 3500, 0.0, 0.0, 0, 0, 1.5819999999999976, 0.0
6, 4000, 0.0, 0.0, 0, 0, 1.5899999999999976, 0.0
6, 4500, 0.0, 0.0, 0, 0, 1.6019999999999976, 0.0
6, 5000, 0.0, 0.0, 0, 0, 1.6119999999999977, 0.0
6, 5500, 0.0, 0.0, 0, 0, 1.6299999999999977, 0.0
6, 6000, 0.0, 0.0, 0, 0, 1.6379999999999977, 0.0
6, 6500, 0.0, 0.0, 0, 0, 1.6459999999999977, 0.0
6, 7000, 0.0, 0.0, 0, 0, 1.6549999999999976, 0.0
6, 7500, 0.0, 0.0, 0, 0, 1.6649999999999976, 0.0
6, 8000, 0.0, 0.0, 0, 0, 1.6719999999999975, 0.0
6, 8500, 0.0, 0.0, 0, 0, 1.6899999999999975, 0.0
6, 9000, 0.0, 0.0, 0, 0, 1.6979999999999975, 0.0
6, 9500, 0.0, 0.0, 0, 0, 1.7109999999999974, 0.0
6, 10000, 0.0, 0.0, 0, 0, 1.7199999999999973, 0.0
7, 500, 0.0, 0.0, 0, 0, 1.7279999999999973, 0.0
7, 1000, 0.0, 0.0, 0, 0, 1.7389999999999972, 0.0
7, 1500, 0.0, 0.0, 0, 0, 1.745999999999997, 0.0
7, 2000, 0.0, 0.0, 0, 0, 1.7519999999999971, 0.0
7, 2500, 0.0, 0.0, 0, 0, 1.7579999999999971, 0.0
7, 3000, 0.0, 0.0, 0, 0, 1.7639999999999971, 0.0
7, 3500, 0.0, 0.0, 0, 0, 1.7699999999999971, 0.0
7, 4000, 0.0, 0.0, 0, 0, 1.7759999999999971, 0.0
7, 4500, 0.0, 0.0, 0, 0, 1.7819999999999971, 0.0
7, 5000, 0.0, 0.0, 0, 0, 1.7879999999999971, 0.0
7, 5500, 0.0, 0.0, 0, 0, 1.794999999999997, 0.0
7, 6000, 0.0, 0.0, 0, 0, 1.802999999999997, 0.0
7, 6500, 0.0, 0.0, 0, 0, 1.808999999999997, 0.0
7, 7000, 0.0, 0.0, 0, 0, 1.813999999999997, 0.0
7, 7500, 0.0, 0.0, 0, 0, 1.8229999999999968, 0.0
7, 8000, 0.0, 0.0, 0, 0, 1.8279999999999967, 0.0
7, 8500, 0.0, 0.0, 0, 0, 1.8339999999999967, 0.0
7, 9000, 0.0, 0.0, 0, 0, 1.8409999999999966, 0.0
7, 9500, 0.0, 0.0, 0, 0, 1.8479999999999965, 0.0
7, 10000, 0.0, 0.0, 0, 0, 1.8559999999999965, 0.0
8, 500, 0.0, 0.0, 0, 0, 1.8659999999999966, 0.0
8, 1000, 0.0, 0.0, 0, 0, 1.8739999999999966, 0.0
8, 1500, 0.0, 0.0, 0, 0, 1.8859999999999966, 0.0
8, 2000, 0.0, 0.0, 0, 0, 1.8919999999999966, 0.0
8, 2500, 0.0, 0.0, 0, 0, 1.8989999999999965, 0.0
8, 3000, 0.0, 0.0, 0, 0, 1.9039999999999964, 0.0
8, 3500, 0.0, 0.0, 0, 0, 1.9099999999999964, 0.0
8, 4000, 0.0, 0.0, 0, 0, 1.9159999999999964, 0.0
8, 4500, 0.0, 0.0, 0, 0, 1.9239999999999964, 0.0
8, 5000, 0.0, 0.0, 0, 0, 1.9289999999999963, 0.0
8, 5500, 0.0, 0.0, 0, 0, 1.9349999999999963, 0.0
8, 6000, 0.0, 0.0, 0, 0, 1.9409999999999963, 0.0
8, 6500, 0.0, 0.0, 0, 0, 1.9469999999999963, 0.0
8, 7000, 0.0, 0.0, 0, 0, 1.9539999999999962, 0.0
8, 7500, 0.0, 0.0, 0, 0, 1.9599999999999962, 0.0
8, 8000, 0.0, 0.0, 0, 0, 1.966999999999996, 0.0
8, 8500, 0.0, 0.0, 0, 0, 1.975999999999996, 0.0
8, 9000, 0.0, 0.0, 0, 0, 1.981999999999996, 0.0
8, 9500, 0.0, 0.0, 0, 0, 1.989999999999996, 0.0
8, 10000, 0.0, 0.0, 0, 0, 1.998999999999996, 0.0
9, 500, 0.0, 0.0, 0, 0, 2.005999999999996, 0.0
9, 1000, 0.0, 0.0, 0, 0, 2.0119999999999956, 0.0
9, 1500, 0.0, 0.0, 0, 0, 2.0179999999999954, 0.0
9, 2000, 0.0, 0.0, 0, 0, 2.0249999999999955, 0.0
9, 2500, 0.0, 0.0, 0, 0, 2.0299999999999954, 0.0
9, 3000, 0.0, 0.0, 0, 0, 2.0379999999999954, 0.0
9, 3500, 0.0, 0.0, 0, 0, 2.043999999999995, 0.0
9, 4000, 0.0, 0.0, 0, 0, 2.049999999999995, 0.0
9, 4500, 0.0, 0.0, 0, 0, 2.0559999999999947, 0.0
9, 5000, 0.0, 0.0, 0, 0, 2.0619999999999945, 0.0
9, 5500, 0.0, 0.0, 0, 0, 2.0669999999999944, 0.0
9, 6000, 0.0, 0.0, 0, 0, 2.072999999999994, 0.0
9, 6500, 0.0, 0.0, 0, 0, 2.078999999999994, 0.0
9, 7000, 0.0, 0.0, 0, 0, 2.0849999999999937, 0.0
9, 7500, 0.0, 0.0, 0, 0, 2.0899999999999936, 0.0
9, 8000, 0.0, 0.0, 0, 0, 2.0989999999999935, 0.0
9, 8500, 0.0, 0.0, 0, 0, 2.1049999999999933, 0.0
9, 9000, 0.0, 0.0, 0, 0, 2.1119999999999934, 0.0
9, 9500, 0.0, 0.0, 0, 0, 2.117999999999993, 0.0
9, 10000, 0.0, 0.0, 0, 0, 2.122999999999993, 0.0
10, 500, 0.0, 0.0, 0, 0, 2.127999999999993, 0.0
10, 1000, 0.0, 0.0, 0, 0, 2.134999999999993, 0.0
10, 1500, 0.0, 0.0, 0, 0, 2.142999999999993, 0.0
10, 2000, 0.0, 0.0, 0, 0, 2.152999999999993, 0.0
10, 2500, 0.0, 0.0, 0, 0, 2.1629999999999927, 0.0
10, 3000, 0.0, 0.0, 0, 0, 2.1719999999999926, 0.0
10, 3500, 0.0, 0.0, 0, 0, 2.1819999999999924, 0.0
10, 4000, 0.0, 0.0, 0, 0, 2.1909999999999923, 0.0
10, 4500, 0.0, 0.0, 0, 0, 2.199999999999992, 0.0
10, 5000, 0.0, 0.0, 0, 0, 2.205999999999992, 0.0
10, 5500, 0.0, 0.0, 0, 0, 2.213999999999992, 0.0
10, 6000, 0.0, 0.0, 0, 0, 2.2199999999999918, 0.0
10, 6500, 0.0, 0.0, 0, 0, 2.2289999999999917, 0.0
10, 7000, 0.0, 0.0, 0, 0, 2.2369999999999917, 0.0
10, 7500, 0.0, 0.0, 0, 0, 2.2449999999999917, 0.0
10, 8000, 0.0, 0.0, 0, 0, 2.2539999999999916, 0.0
10, 8500, 0.0, 0.0, 0, 0, 2.2599999999999913, 0.0
10, 9000, 0.0, 0.0, 0, 0, 2.265999999999991, 0.0
10, 9500, 0.0, 0.0, 0, 0, 2.271999999999991, 0.0
10, 10000, 0.0, 0.0, 0, 0, 2.2779999999999907, 0.0
11, 500, 0.0, 0.0, 0, 0, 2.2859999999999907, 0.0
11, 1000, 0.0, 0.0, 0, 0, 2.292999999999991, 0.0
11, 1500, 0.0, 0.0, 0, 0, 2.299999999999991, 0.0
11, 2000, 0.0, 0.0, 0, 0, 2.3059999999999907, 0.0
11, 2500, 0.0, 0.0, 0, 0, 2.312999999999991, 0.0
11, 3000, 0.0, 0.0, 0, 0, 2.319999999999991, 0.0
11, 3500, 0.0, 0.0, 0, 0, 2.327999999999991, 0.0
11, 4000, 0.0, 0.0, 0, 0, 2.335999999999991, 0.0
11, 4500, 0.0, 0.0, 0, 0, 2.3419999999999908, 0.0
11, 5000, 0.0, 0.0, 0, 0, 2.348999999999991, 0.0
11, 5500, 0.0, 0.0, 0, 0, 2.3549999999999907, 0.0
11, 6000, 0.0, 0.0, 0, 0, 2.3609999999999904, 0.0
11, 6500, 0.0, 0.0, 0, 0, 2.3669999999999902, 0.0
11, 7000, 0.0, 0.0, 0, 0, 2.3909999999999902, 0.0
11, 7500, 0.0, 0.0, 0, 0, 2.3989999999999903, 0.0
11, 8000, 0.0, 0.0, 0, 0, 2.4069999999999903, 0.0
11, 8500, 0.0, 0.0, 0, 0, 2.4139999999999904, 0.0
11, 9000, 0.0, 0.0, 0, 0, 2.4209999999999905, 0.0
11, 9500, 0.0, 0.0, 0, 0, 2.4269999999999903, 0.0
11, 10000, 0.0, 0.0, 0, 0, 2.43699999999999, 0.0
12, 500, 0.0, 0.0, 0, 0, 2.44699999999999, 0.0
12, 1000, 0.0, 0.0, 0, 0, 2.4569999999999896, 0.0
12, 1500, 0.0, 0.0, 0, 0, 2.4659999999999895, 0.0
12, 2000, 0.0, 0.0, 0, 0, 2.4729999999999897, 0.0
12, 2500, 0.0, 0.0, 0, 0, 2.4789999999999894, 0.0
12, 3000, 0.0, 0.0, 0, 0, 2.4869999999999894, 0.0
12, 3500, 0.0, 0.0, 0, 0, 2.4939999999999896, 0.0
12, 4000, 0.0, 0.0, 0, 0, 2.4999999999999893, 0.0
12, 4500, 0.0, 0.0, 0, 0, 2.5079999999999893, 0.0
12, 5000, 0.0, 0.0, 0, 0, 2.5149999999999895, 0.0
12, 5500, 0.0, 0.0, 0, 0, 2.5239999999999894, 0.0
12, 6000, 0.0, 0.0, 0, 0, 2.5309999999999895, 0.0
12, 6500, 0.0, 0.0, 0, 0, 2.5389999999999895, 0.0
12, 7000, 0.0, 0.0, 0, 0, 2.5469999999999895, 0.0
12, 7500, 0.0, 0.0, 0, 0, 2.5549999999999895, 0.0
12, 8000, 0.0, 0.0, 0, 0, 2.5629999999999895, 0.0
12, 8500, 0.0, 0.0, 0, 0, 2.5679999999999894, 0.0
12, 9000, 0.0, 0.0, 0, 0, 2.5749999999999895, 0.0
12, 9500, 0.0, 0.0, 0, 0, 2.5819999999999896, 0.0
12, 10000, 0.0, 0.0, 0, 0, 2.5879999999999894, 0.0
13, 500, 0.0, 0.0, 0, 0, 2.597999999999989, 0.0
13, 1000, 0.0, 0.0, 0, 0, 2.605999999999989, 0.0
13, 1500, 0.0, 0.0, 0, 0, 2.614999999999989, 0.0
13, 2000, 0.0, 0.0, 0, 0, 2.620999999999989, 0.0
13, 2500, 0.0, 0.0, 0, 0, 2.627999999999989, 0.0
13, 3000, 0.0, 0.0, 0, 0, 2.634999999999989, 0.0
13, 3500, 0.0, 0.0, 0, 0, 2.6419999999999892, 0.0
13, 4000, 0.0, 0.0, 0, 0, 2.647999999999989, 0.0
13, 4500, 0.0, 0.0, 0, 0, 2.654999999999989, 0.0
13, 5000, 0.0, 0.0, 0, 0, 2.660999999999989, 0.0
13, 5500, 0.0, 0.0, 0, 0, 2.668999999999989, 0.0
13, 6000, 0.0, 0.0, 0, 0, 2.676999999999989, 0.0
13, 6500, 0.0, 0.0, 0, 0, 2.6829999999999887, 0.0
13, 7000, 0.0, 0.0, 0, 0, 2.6889999999999885, 0.0
13, 7500, 0.0, 0.0, 0, 0, 2.6949999999999883, 0.0
13, 8000, 0.0, 0.0, 0, 0, 2.700999999999988, 0.0
13, 8500, 0.0, 0.0, 0, 0, 2.708999999999988, 0.0
13, 9000, 0.0, 0.0, 0, 0, 2.714999999999988, 0.0
13, 9500, 0.0, 0.0, 0, 0, 2.721999999999988, 0.0
13, 10000, 0.0, 0.0, 0, 0, 2.729999999999988, 0.0
14, 500, 0.0, 0.0, 0, 0, 2.736999999999988, 0.0
14, 1000, 0.0, 0.0, 0, 0, 2.744999999999988, 0.0
14, 1500, 0.0, 0.0, 0, 0, 2.752999999999988, 0.0
14, 2000, 0.0, 0.0, 0, 0, 2.758999999999988, 0.0
14, 2500, 0.0, 0.0, 0, 0, 2.765999999999988, 0.0
14, 3000, 0.0, 0.0, 0, 0, 2.771999999999988, 0.0
14, 3500, 0.0, 0.0, 0, 0, 2.7809999999999877, 0.0
14, 4000, 0.0, 0.0, 0, 0, 2.787999999999988, 0.0
14, 4500, 0.0, 0.0, 0, 0, 2.7939999999999876, 0.0
14, 5000, 0.0, 0.0, 0, 0, 2.8009999999999877, 0.0
14, 5500, 0.0, 0.0, 0, 0, 2.8099999999999876, 0.0
14, 6000, 0.0, 0.0, 0, 0, 2.8149999999999875, 0.0
14, 6500, 0.0, 0.0, 0, 0, 2.8229999999999875, 0.0
14, 7000, 0.0, 0.0, 0, 0, 2.8289999999999873, 0.0
14, 7500, 0.0, 0.0, 0, 0, 2.834999999999987, 0.0
14, 8000, 0.0, 0.0, 0, 0, 2.839999999999987, 0.0
14, 8500, 0.0, 0.0, 0, 0, 2.8459999999999868, 0.0
14, 9000, 0.0, 0.0, 0, 0, 2.852999999999987, 0.0
14, 9500, 0.0, 0.0, 0, 0, 2.8579999999999868, 0.0
14, 10000, 0.0, 0.0, 0, 0, 2.8629999999999867, 0.0
15, 500, 0.0, 0.0, 0, 0, 2.869999999999987, 0.0
15, 1000, 0.0, 0.0, 0, 0, 2.876999999999987, 0.0
15, 1500, 0.0, 0.0, 0, 0, 2.8829999999999867, 0.0
15, 2000, 0.0, 0.0, 0, 0, 2.8919999999999866, 0.0
15, 2500, 0.0, 0.0, 0, 0, 2.9019999999999864, 0.0
15, 3000, 0.0, 0.0, 0, 0, 2.9099999999999864, 0.0
15, 3500, 0.0, 0.0, 0, 0, 2.9189999999999863, 0.0
15, 4000, 0.0, 0.0, 0, 0, 2.927999999999986, 0.0
15, 4500, 0.0, 0.0, 0, 0, 2.933999999999986, 0.0
15, 5000, 0.0, 0.0, 0, 0, 2.9399999999999857, 0.0
15, 5500, 0.0, 0.0, 0, 0, 2.9459999999999855, 0.0
15, 6000, 0.0, 0.0, 0, 0, 2.9519999999999853, 0.0
15, 6500, 0.0, 0.0, 0, 0, 2.957999999999985, 0.0
15, 7000, 0.0, 0.0, 0, 0, 2.962999999999985, 0.0
15, 7500, 0.0, 0.0, 0, 0, 2.9689999999999848, 0.0
15, 8000, 0.0, 0.0, 0, 0, 2.9749999999999845, 0.0
15, 8500, 0.0, 0.0, 0, 0, 2.9799999999999844, 0.0
15, 9000, 0.0, 0.0, 0, 0, 2.9859999999999842, 0.0
15, 9500, 0.0, 0.0, 0, 0, 2.991999999999984, 0.0
15, 10000, 0.0, 0.0, 0, 0, 2.997999999999984, 0.0
16, 500, 0.0, 0.0, 0, 0, 3.004999999999984, 0.0
16, 1000, 0.0, 0.0, 0, 0, 3.0109999999999837, 0.0
16, 1500, 0.0, 0.0, 0, 0, 3.017999999999984, 0.0
16, 2000, 0.0, 0.0, 0, 0, 3.025999999999984, 0.0
16, 2500, 0.0, 0.0, 0, 0, 3.033999999999984, 0.0
16, 3000, 0.0, 0.0, 0, 0, 3.0429999999999837, 0.0
16, 3500, 0.0, 0.0, 0, 0, 3.0529999999999835, 0.0
16, 4000, 0.0, 0.0, 0, 0, 3.0619999999999834, 0.0
16, 4500, 0.0, 0.0, 0, 0, 3.067999999999983, 0.0
16, 5000, 0.0, 0.0, 0, 0, 3.073999999999983, 0.0
16, 5500, 0.0, 0.0, 0, 0, 3.078999999999983, 0.0
16, 6000, 0.0, 0.0, 0, 0, 3.085999999999983, 0.0
16, 6500, 0.0, 0.0, 0, 0, 3.0919999999999828, 0.0
16, 7000, 0.0, 0.0, 0, 0, 3.098999999999983, 0.0
16, 7500, 0.0, 0.0, 0, 0, 3.106999999999983, 0.0
16, 8000, 0.0, 0.0, 0, 0, 3.113999999999983, 0.0
16, 8500, 0.0, 0.0, 0, 0, 3.119999999999983, 0.0
16, 9000, 0.0, 0.0, 0, 0, 3.126999999999983, 0.0
16, 9500, 0.0, 0.0, 0, 0, 3.133999999999983, 0.0
16, 10000, 0.0, 0.0, 0, 0, 3.139999999999983, 0.0
17, 500, 0.0, 0.0, 0, 0, 3.1489999999999827, 0.0
17, 1000, 0.0, 0.0, 0, 0, 3.1589999999999825, 0.0
17, 1500, 0.0, 0.0, 0, 0, 3.1679999999999824, 0.0
17, 2000, 0.0, 0.0, 0, 0, 3.1769999999999823, 0.0
17, 2500, 0.0, 0.0, 0, 0, 3.186999999999982, 0.0
17, 3000, 0.0, 0.0, 0, 0, 3.195999999999982, 0.0
17, 3500, 0.0, 0.0, 0, 0, 3.203999999999982, 0.0
17, 4000, 0.0, 0.0, 0, 0, 3.210999999999982, 0.0
17, 4500, 0.0, 0.0, 0, 0, 3.218999999999982, 0.0
17, 5000, 0.0, 0.0, 0, 0, 3.224999999999982, 0.0
17, 5500, 0.0, 0.0, 0, 0, 3.231999999999982, 0.0
17, 6000, 0.0, 0.0, 0, 0, 3.238999999999982, 0.0
17, 6500, 0.0, 0.0, 0, 0, 3.246999999999982, 0.0
17, 7000, 0.0, 0.0, 0, 0, 3.251999999999982, 0.0
17, 7500, 0.0, 0.0, 0, 0, 3.256999999999982, 0.0
17, 8000, 0.0, 0.0, 0, 0, 3.263999999999982, 0.0
17, 8500, 0.0, 0.0, 0, 0, 3.270999999999982, 0.0
17, 9000, 0.0, 0.0, 0, 0, 3.276999999999982, 0.0
17, 9500, 0.0, 0.0, 0, 0, 3.283999999999982, 0.0
17, 10000, 0.0, 0.0, 0, 0, 3.289999999999982, 0.0
18, 500, 0.0, 0.0, 0, 0, 3.2959999999999816, 0.0
18, 1000, 0.0, 0.0, 0, 0, 3.3019999999999814, 0.0
18, 1500, 0.0, 0.0, 0, 0, 3.3069999999999813, 0.0
18, 2000, 0.0, 0.0, 0, 0, 3.312999999999981, 0.0
18, 2500, 0.0, 0.0, 0, 0, 3.321999999999981, 0.0
18, 3000, 0.0, 0.0, 0, 0, 3.328999999999981, 0.0
18, 3500, 0.0, 0.0, 0, 0, 3.335999999999981, 0.0
18, 4000, 0.0, 0.0, 0, 0, 3.341999999999981, 0.0
18, 4500, 0.0, 0.0, 0, 0, 3.348999999999981, 0.0
18, 5000, 0.0, 0.0, 0, 0, 3.355999999999981, 0.0
18, 5500, 0.0, 0.0, 0, 0, 3.3629999999999813, 0.0
18, 6000, 0.0, 0.0, 0, 0, 3.368999999999981, 0.0
18, 6500, 0.0, 0.0, 0, 0, 3.3759999999999812, 0.0
18, 7000, 0.0, 0.0, 0, 0, 3.3839999999999812, 0.0
18, 7500, 0.0, 0.0, 0, 0, 3.389999999999981, 0.0
18, 8000, 0.0, 0.0, 0, 0, 3.397999999999981, 0.0
18, 8500, 0.0, 0.0, 0, 0, 3.403999999999981, 0.0
